asset_id,hostname,environment,application,service_owner,business_unit,status,region,os_type,lifecycle_state
ASSET-009217,recommendation-engine-prod-9217.internal,prod,recommendation-engine,Data Engineering,Retail,maintenance,eu-west,windows,active
ASSET-009218,inventory-service-staging-9218.internal,staging,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-009219,inventory-service-staging-9219.internal,staging,inventory-service,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-009220,api-gateway-dev-9220.internal,dev,api-gateway,SRE Team,Platform,active,us-east,windows,active
ASSET-009221,payment-gateway-qa-9221.internal,qa,payment-gateway,Payments Team,Finance,maintenance,ap-southeast,linux,retired
ASSET-009222,fraud-detection-dev-9222.internal,dev,fraud-detection,Security Team,Finance,maintenance,us-east,macos,active
ASSET-009223,auth-service-prod-9223.internal,prod,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-009224,customer-portal-prod-9224.internal,prod,customer-portal,Customer Experience Team,Retail,active,ap-southeast,windows,deprecated
ASSET-009225,inventory-service-qa-9225.internal,qa,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-009226,recommendation-engine-prod-9226.internal,prod,recommendation-engine,Data Engineering,Retail,active,us-west,macos,active
ASSET-009227,recommendation-engine-dev-9227.internal,dev,recommendation-engine,Data Engineering,Retail,active,eu-west,linux,active
ASSET-009228,billing-engine-dev-9228.internal,dev,billing-engine,Payments Team,Finance,active,us-west,linux,provisioning
ASSET-009229,fraud-detection-prod-9229.internal,prod,fraud-detection,Security Team,Finance,active,eu-west,windows,active
ASSET-009230,customer-portal-qa-9230.internal,qa,customer-portal,Customer Experience Team,Retail,active,us-west,windows,retired
ASSET-009231,analytics-pipeline-prod-9231.internal,prod,analytics-pipeline,Data Engineering,Platform,maintenance,us-west,linux,active
ASSET-009232,customer-portal-dev-9232.internal,dev,customer-portal,Customer Experience Team,Retail,maintenance,us-west,linux,provisioning
ASSET-009233,analytics-pipeline-prod-9233.internal,prod,analytics-pipeline,Data Engineering,Platform,active,eu-west,linux,active
ASSET-009234,payment-gateway-dev-9234.internal,dev,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-009235,billing-engine-dev-9235.internal,dev,billing-engine,Payments Team,Finance,active,us-east,linux,retired
ASSET-009236,analytics-pipeline-qa-9236.internal,qa,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,provisioning
ASSET-009237,analytics-pipeline-prod-9237.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-009238,auth-service-qa-9238.internal,qa,auth-service,Security Team,Platform,active,us-east,windows,active
ASSET-009239,search-service-staging-9239.internal,staging,search-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-009240,billing-engine-dev-9240.internal,dev,billing-engine,Payments Team,Finance,decommissioned,eu-west,linux,active
ASSET-009241,customer-portal-dev-9241.internal,dev,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,provisioning
ASSET-009242,shipping-tracker-dev-9242.internal,dev,shipping-tracker,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-009243,search-service-prod-9243.internal,prod,search-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-009244,api-gateway-dev-9244.internal,dev,api-gateway,SRE Team,Platform,active,eu-west,linux,provisioning
ASSET-009245,warehouse-management-dev-9245.internal,dev,warehouse-management,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-009246,search-service-staging-9246.internal,staging,search-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-009247,reporting-dashboard-qa-9247.internal,qa,reporting-dashboard,Data Engineering,Platform,active,us-west,windows,active
ASSET-009248,reporting-dashboard-qa-9248.internal,qa,reporting-dashboard,Data Engineering,Platform,active,us-east,linux,active
ASSET-009249,billing-engine-dev-9249.internal,dev,billing-engine,Payments Team,Finance,decommissioned,us-west,windows,active
ASSET-009250,inventory-service-qa-9250.internal,qa,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-009251,search-service-staging-9251.internal,staging,search-service,Platform Engineering,Retail,active,us-east,linux,provisioning
ASSET-009252,search-service-dev-9252.internal,dev,search-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009253,customer-portal-staging-9253.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-009254,fraud-detection-dev-9254.internal,dev,fraud-detection,Security Team,Finance,maintenance,eu-west,windows,active
ASSET-009255,reporting-dashboard-prod-9255.internal,prod,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,active
ASSET-009256,customer-portal-prod-9256.internal,prod,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,provisioning
ASSET-009257,billing-engine-dev-9257.internal,dev,billing-engine,Payments Team,Finance,active,us-west,linux,deprecated
ASSET-009258,payment-gateway-qa-9258.internal,qa,payment-gateway,Payments Team,Finance,decommissioned,us-west,windows,active
ASSET-009259,payment-gateway-qa-9259.internal,qa,payment-gateway,Payments Team,Finance,active,us-west,windows,provisioning
ASSET-009260,shipping-tracker-prod-9260.internal,prod,shipping-tracker,Logistics Team,Logistics,decommissioned,ap-southeast,linux,active
ASSET-009261,notification-service-qa-9261.internal,qa,notification-service,Platform Engineering,Platform,active,ap-southeast,linux,active
ASSET-009262,customer-portal-staging-9262.internal,staging,customer-portal,Customer Experience Team,Retail,active,eu-west,windows,active
ASSET-009263,payment-gateway-dev-9263.internal,dev,payment-gateway,Payments Team,Finance,maintenance,eu-west,windows,active
ASSET-009264,auth-service-dev-9264.internal,dev,auth-service,Security Team,Platform,active,ap-southeast,linux,active
ASSET-009265,search-service-staging-9265.internal,staging,search-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009266,customer-portal-staging-9266.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-west,windows,retired
ASSET-009267,analytics-pipeline-prod-9267.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,provisioning
ASSET-009268,customer-portal-prod-9268.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-east,macos,active
ASSET-009269,recommendation-engine-staging-9269.internal,staging,recommendation-engine,Data Engineering,Retail,active,us-west,windows,active
ASSET-009270,search-service-qa-9270.internal,qa,search-service,Platform Engineering,Retail,active,ap-southeast,windows,active
ASSET-009271,api-gateway-prod-9271.internal,prod,api-gateway,SRE Team,Platform,active,us-west,windows,active
ASSET-009272,order-service-prod-9272.internal,prod,order-service,Platform Engineering,Retail,active,ap-southeast,windows,active
ASSET-009273,fraud-detection-prod-9273.internal,prod,fraud-detection,Security Team,Finance,active,eu-west,linux,active
ASSET-009274,notification-service-prod-9274.internal,prod,notification-service,Platform Engineering,Platform,active,eu-west,windows,active
ASSET-009275,order-service-qa-9275.internal,qa,order-service,Platform Engineering,Retail,active,us-east,linux,provisioning
ASSET-009276,recommendation-engine-staging-9276.internal,staging,recommendation-engine,Data Engineering,Retail,active,ap-southeast,linux,active
ASSET-009277,payment-gateway-staging-9277.internal,staging,payment-gateway,Payments Team,Finance,active,us-east,linux,active
ASSET-009278,payment-gateway-dev-9278.internal,dev,payment-gateway,Payments Team,Finance,active,us-west,linux,deprecated
ASSET-009279,api-gateway-staging-9279.internal,staging,api-gateway,SRE Team,Platform,active,ap-southeast,linux,active
ASSET-009280,shipping-tracker-qa-9280.internal,qa,shipping-tracker,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-009281,analytics-pipeline-qa-9281.internal,qa,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,active
ASSET-009282,shipping-tracker-dev-9282.internal,dev,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,deprecated
ASSET-009283,inventory-service-staging-9283.internal,staging,inventory-service,Logistics Team,Logistics,active,us-west,linux,active
ASSET-009284,order-service-staging-9284.internal,staging,order-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-009285,order-service-qa-9285.internal,qa,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009286,billing-engine-dev-9286.internal,dev,billing-engine,Payments Team,Finance,active,us-east,windows,retired
ASSET-009287,auth-service-qa-9287.internal,qa,auth-service,Security Team,Platform,active,us-east,windows,retired
ASSET-009288,order-service-dev-9288.internal,dev,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009289,notification-service-dev-9289.internal,dev,notification-service,Platform Engineering,Platform,decommissioned,us-west,linux,active
ASSET-009290,customer-portal-qa-9290.internal,qa,customer-portal,Customer Experience Team,Retail,maintenance,us-east,linux,active
ASSET-009291,analytics-pipeline-prod-9291.internal,prod,analytics-pipeline,Data Engineering,Platform,maintenance,eu-west,linux,provisioning
ASSET-009292,api-gateway-qa-9292.internal,qa,api-gateway,SRE Team,Platform,active,eu-west,linux,provisioning
ASSET-009293,recommendation-engine-qa-9293.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-east,windows,deprecated
ASSET-009294,reporting-dashboard-prod-9294.internal,prod,reporting-dashboard,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-009295,payment-gateway-qa-9295.internal,qa,payment-gateway,Payments Team,Finance,active,eu-west,macos,active
ASSET-009296,shipping-tracker-prod-9296.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,active
ASSET-009297,warehouse-management-dev-9297.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-east,windows,provisioning
ASSET-009298,customer-portal-qa-9298.internal,qa,customer-portal,Customer Experience Team,Retail,decommissioned,us-west,linux,active
ASSET-009299,fraud-detection-dev-9299.internal,dev,fraud-detection,Security Team,Finance,decommissioned,ap-southeast,windows,active
ASSET-009300,auth-service-qa-9300.internal,qa,auth-service,Security Team,Platform,active,us-east,windows,active
ASSET-009301,shipping-tracker-prod-9301.internal,prod,shipping-tracker,Logistics Team,Logistics,maintenance,us-east,linux,active
ASSET-009302,fraud-detection-staging-9302.internal,staging,fraud-detection,Security Team,Finance,maintenance,us-west,linux,active
ASSET-009303,analytics-pipeline-staging-9303.internal,staging,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,linux,deprecated
ASSET-009304,fraud-detection-dev-9304.internal,dev,fraud-detection,Security Team,Finance,active,us-west,linux,deprecated
ASSET-009305,auth-service-prod-9305.internal,prod,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-009306,inventory-service-qa-9306.internal,qa,inventory-service,Logistics Team,Logistics,active,eu-west,macos,active
ASSET-009307,recommendation-engine-dev-9307.internal,dev,recommendation-engine,Data Engineering,Retail,active,us-east,linux,active
ASSET-009308,inventory-service-prod-9308.internal,prod,inventory-service,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009309,search-service-qa-9309.internal,qa,search-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009310,auth-service-qa-9310.internal,qa,auth-service,Security Team,Platform,active,eu-west,linux,provisioning
ASSET-009311,warehouse-management-dev-9311.internal,dev,warehouse-management,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-009312,reporting-dashboard-dev-9312.internal,dev,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,active
ASSET-009313,auth-service-prod-9313.internal,prod,auth-service,Security Team,Platform,maintenance,ap-southeast,linux,active
ASSET-009314,reporting-dashboard-qa-9314.internal,qa,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,active
ASSET-009315,inventory-service-prod-9315.internal,prod,inventory-service,Logistics Team,Logistics,active,eu-west,macos,active
ASSET-009316,inventory-service-dev-9316.internal,dev,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-009317,api-gateway-staging-9317.internal,staging,api-gateway,SRE Team,Platform,active,us-west,windows,deprecated
ASSET-009318,analytics-pipeline-staging-9318.internal,staging,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,active
ASSET-009319,auth-service-staging-9319.internal,staging,auth-service,Security Team,Platform,active,us-west,windows,active
ASSET-009320,payment-gateway-qa-9320.internal,qa,payment-gateway,Payments Team,Finance,active,us-east,linux,deprecated
ASSET-009321,customer-portal-qa-9321.internal,qa,customer-portal,Customer Experience Team,Retail,active,us-east,windows,active
ASSET-009322,recommendation-engine-staging-9322.internal,staging,recommendation-engine,Data Engineering,Retail,active,us-west,macos,active
ASSET-009323,fraud-detection-prod-9323.internal,prod,fraud-detection,Security Team,Finance,active,eu-west,linux,active
ASSET-009324,reporting-dashboard-dev-9324.internal,dev,reporting-dashboard,Data Engineering,Platform,decommissioned,ap-southeast,linux,deprecated
ASSET-009325,auth-service-qa-9325.internal,qa,auth-service,Security Team,Platform,active,ap-southeast,macos,deprecated
ASSET-009326,auth-service-staging-9326.internal,staging,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-009327,payment-gateway-dev-9327.internal,dev,payment-gateway,Payments Team,Finance,active,ap-southeast,windows,provisioning
ASSET-009328,inventory-service-dev-9328.internal,dev,inventory-service,Logistics Team,Logistics,active,us-west,windows,active
ASSET-009329,auth-service-prod-9329.internal,prod,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-009330,analytics-pipeline-dev-9330.internal,dev,analytics-pipeline,Data Engineering,Platform,decommissioned,us-east,linux,active
ASSET-009331,inventory-service-dev-9331.internal,dev,inventory-service,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-009332,auth-service-staging-9332.internal,staging,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-009333,search-service-dev-9333.internal,dev,search-service,Platform Engineering,Retail,active,us-west,linux,deprecated
ASSET-009334,fraud-detection-dev-9334.internal,dev,fraud-detection,Security Team,Finance,maintenance,ap-southeast,windows,provisioning
ASSET-009335,api-gateway-dev-9335.internal,dev,api-gateway,SRE Team,Platform,active,eu-west,linux,active
ASSET-009336,notification-service-dev-9336.internal,dev,notification-service,Platform Engineering,Platform,active,us-west,windows,active
ASSET-009337,notification-service-qa-9337.internal,qa,notification-service,Platform Engineering,Platform,active,eu-west,linux,active
ASSET-009338,reporting-dashboard-prod-9338.internal,prod,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,active
ASSET-009339,recommendation-engine-dev-9339.internal,dev,recommendation-engine,Data Engineering,Retail,active,eu-west,linux,active
ASSET-009340,customer-portal-qa-9340.internal,qa,customer-portal,Customer Experience Team,Retail,decommissioned,us-east,linux,active
ASSET-009341,recommendation-engine-staging-9341.internal,staging,recommendation-engine,Data Engineering,Retail,active,us-east,linux,deprecated
ASSET-009342,payment-gateway-dev-9342.internal,dev,payment-gateway,Payments Team,Finance,active,us-east,windows,active
ASSET-009343,auth-service-qa-9343.internal,qa,auth-service,Security Team,Platform,maintenance,ap-southeast,linux,active
ASSET-009344,customer-portal-qa-9344.internal,qa,customer-portal,Customer Experience Team,Retail,active,us-west,linux,deprecated
ASSET-009345,api-gateway-dev-9345.internal,dev,api-gateway,SRE Team,Platform,active,us-west,linux,active
ASSET-009346,order-service-qa-9346.internal,qa,order-service,Platform Engineering,Retail,active,ap-southeast,windows,deprecated
ASSET-009347,fraud-detection-dev-9347.internal,dev,fraud-detection,Security Team,Finance,active,ap-southeast,linux,active
ASSET-009348,customer-portal-prod-9348.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-009349,order-service-prod-9349.internal,prod,order-service,Platform Engineering,Retail,active,ap-southeast,linux,deprecated
ASSET-009350,search-service-prod-9350.internal,prod,search-service,Platform Engineering,Retail,active,eu-west,linux,provisioning
ASSET-009351,recommendation-engine-dev-9351.internal,dev,recommendation-engine,Data Engineering,Retail,active,eu-west,linux,deprecated
ASSET-009352,payment-gateway-prod-9352.internal,prod,payment-gateway,Payments Team,Finance,active,us-east,linux,active
ASSET-009353,order-service-qa-9353.internal,qa,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-009354,inventory-service-dev-9354.internal,dev,inventory-service,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-009355,auth-service-prod-9355.internal,prod,auth-service,Security Team,Platform,maintenance,us-west,linux,active
ASSET-009356,inventory-service-prod-9356.internal,prod,inventory-service,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-009357,recommendation-engine-dev-9357.internal,dev,recommendation-engine,Data Engineering,Retail,active,us-east,windows,active
ASSET-009358,inventory-service-prod-9358.internal,prod,inventory-service,Logistics Team,Logistics,decommissioned,eu-west,linux,provisioning
ASSET-009359,warehouse-management-dev-9359.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-east,windows,active
ASSET-009360,reporting-dashboard-qa-9360.internal,qa,reporting-dashboard,Data Engineering,Platform,decommissioned,us-west,windows,active
ASSET-009361,recommendation-engine-dev-9361.internal,dev,recommendation-engine,Data Engineering,Retail,active,us-west,linux,active
ASSET-009362,api-gateway-dev-9362.internal,dev,api-gateway,SRE Team,Platform,active,us-east,windows,active
ASSET-009363,api-gateway-prod-9363.internal,prod,api-gateway,SRE Team,Platform,maintenance,ap-southeast,linux,active
ASSET-009364,order-service-qa-9364.internal,qa,order-service,Platform Engineering,Retail,active,ap-southeast,windows,active
ASSET-009365,notification-service-dev-9365.internal,dev,notification-service,Platform Engineering,Platform,maintenance,us-west,windows,active
ASSET-009366,warehouse-management-prod-9366.internal,prod,warehouse-management,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-009367,notification-service-prod-9367.internal,prod,notification-service,Platform Engineering,Platform,active,us-west,linux,active
ASSET-009368,warehouse-management-prod-9368.internal,prod,warehouse-management,Logistics Team,Logistics,active,us-east,linux,active
ASSET-009369,warehouse-management-prod-9369.internal,prod,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009370,api-gateway-prod-9370.internal,prod,api-gateway,SRE Team,Platform,active,us-west,linux,provisioning
ASSET-009371,customer-portal-staging-9371.internal,staging,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-009372,notification-service-dev-9372.internal,dev,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-009373,order-service-prod-9373.internal,prod,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009374,customer-portal-dev-9374.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-west,linux,deprecated
ASSET-009375,customer-portal-dev-9375.internal,dev,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-009376,auth-service-qa-9376.internal,qa,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-009377,auth-service-dev-9377.internal,dev,auth-service,Security Team,Platform,active,ap-southeast,linux,active
ASSET-009378,fraud-detection-staging-9378.internal,staging,fraud-detection,Security Team,Finance,maintenance,us-east,linux,deprecated
ASSET-009379,warehouse-management-prod-9379.internal,prod,warehouse-management,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-009380,recommendation-engine-qa-9380.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-west,linux,active
ASSET-009381,order-service-qa-9381.internal,qa,order-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-009382,billing-engine-qa-9382.internal,qa,billing-engine,Payments Team,Finance,active,eu-west,windows,deprecated
ASSET-009383,recommendation-engine-staging-9383.internal,staging,recommendation-engine,Data Engineering,Retail,active,ap-southeast,windows,active
ASSET-009384,shipping-tracker-dev-9384.internal,dev,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009385,auth-service-dev-9385.internal,dev,auth-service,Security Team,Platform,active,us-east,linux,active
ASSET-009386,recommendation-engine-staging-9386.internal,staging,recommendation-engine,Data Engineering,Retail,maintenance,eu-west,windows,active
ASSET-009387,warehouse-management-qa-9387.internal,qa,warehouse-management,Logistics Team,Logistics,active,us-west,linux,active
ASSET-009388,fraud-detection-qa-9388.internal,qa,fraud-detection,Security Team,Finance,active,eu-west,linux,active
ASSET-009389,auth-service-dev-9389.internal,dev,auth-service,Security Team,Platform,active,us-west,linux,deprecated
ASSET-009390,notification-service-dev-9390.internal,dev,notification-service,Platform Engineering,Platform,active,ap-southeast,linux,active
ASSET-009391,notification-service-staging-9391.internal,staging,notification-service,Platform Engineering,Platform,active,us-west,linux,active
ASSET-009392,recommendation-engine-qa-9392.internal,qa,recommendation-engine,Data Engineering,Retail,active,us-west,macos,retired
ASSET-009393,auth-service-qa-9393.internal,qa,auth-service,Security Team,Platform,active,us-west,macos,active
ASSET-009394,auth-service-prod-9394.internal,prod,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-009395,payment-gateway-staging-9395.internal,staging,payment-gateway,Payments Team,Finance,active,ap-southeast,windows,active
ASSET-009396,billing-engine-dev-9396.internal,dev,billing-engine,Payments Team,Finance,maintenance,us-east,windows,active
ASSET-009397,shipping-tracker-staging-9397.internal,staging,shipping-tracker,Logistics Team,Logistics,active,eu-west,macos,active
ASSET-009398,billing-engine-dev-9398.internal,dev,billing-engine,Payments Team,Finance,maintenance,us-east,windows,active
ASSET-009399,reporting-dashboard-dev-9399.internal,dev,reporting-dashboard,Data Engineering,Platform,maintenance,eu-west,windows,deprecated
ASSET-009400,warehouse-management-staging-9400.internal,staging,warehouse-management,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-009401,billing-engine-dev-9401.internal,dev,billing-engine,Payments Team,Finance,maintenance,ap-southeast,linux,active
ASSET-009402,api-gateway-dev-9402.internal,dev,api-gateway,SRE Team,Platform,decommissioned,us-east,linux,deprecated
ASSET-009403,api-gateway-prod-9403.internal,prod,api-gateway,SRE Team,Platform,active,ap-southeast,linux,deprecated
ASSET-009404,auth-service-staging-9404.internal,staging,auth-service,Security Team,Platform,active,eu-west,windows,retired
ASSET-009405,warehouse-management-prod-9405.internal,prod,warehouse-management,Logistics Team,Logistics,active,eu-west,macos,deprecated
ASSET-009406,notification-service-prod-9406.internal,prod,notification-service,Platform Engineering,Platform,active,eu-west,windows,active
ASSET-009407,reporting-dashboard-dev-9407.internal,dev,reporting-dashboard,Data Engineering,Platform,active,eu-west,windows,active
ASSET-009408,notification-service-staging-9408.internal,staging,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-009409,shipping-tracker-qa-9409.internal,qa,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009410,payment-gateway-staging-9410.internal,staging,payment-gateway,Payments Team,Finance,active,us-west,linux,active
ASSET-009411,fraud-detection-dev-9411.internal,dev,fraud-detection,Security Team,Finance,active,us-east,linux,active
ASSET-009412,customer-portal-dev-9412.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,windows,active
ASSET-009413,fraud-detection-dev-9413.internal,dev,fraud-detection,Security Team,Finance,active,ap-southeast,linux,active
ASSET-009414,inventory-service-prod-9414.internal,prod,inventory-service,Logistics Team,Logistics,decommissioned,eu-west,linux,active
ASSET-009415,billing-engine-dev-9415.internal,dev,billing-engine,Payments Team,Finance,active,us-east,linux,active
ASSET-009416,auth-service-qa-9416.internal,qa,auth-service,Security Team,Platform,active,ap-southeast,linux,active
ASSET-009417,auth-service-prod-9417.internal,prod,auth-service,Security Team,Platform,active,ap-southeast,windows,active
ASSET-009418,payment-gateway-staging-9418.internal,staging,payment-gateway,Payments Team,Finance,active,us-west,windows,active
ASSET-009419,inventory-service-qa-9419.internal,qa,inventory-service,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-009420,notification-service-dev-9420.internal,dev,notification-service,Platform Engineering,Platform,maintenance,ap-southeast,windows,active
ASSET-009421,billing-engine-prod-9421.internal,prod,billing-engine,Payments Team,Finance,active,us-east,linux,active
ASSET-009422,warehouse-management-qa-9422.internal,qa,warehouse-management,Logistics Team,Logistics,active,us-west,linux,active
ASSET-009423,auth-service-qa-9423.internal,qa,auth-service,Security Team,Platform,maintenance,us-west,linux,retired
ASSET-009424,shipping-tracker-prod-9424.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-east,windows,provisioning
ASSET-009425,shipping-tracker-dev-9425.internal,dev,shipping-tracker,Logistics Team,Logistics,active,us-east,windows,deprecated
ASSET-009426,search-service-qa-9426.internal,qa,search-service,Platform Engineering,Retail,active,eu-west,linux,provisioning
ASSET-009427,auth-service-dev-9427.internal,dev,auth-service,Security Team,Platform,active,us-west,windows,active
ASSET-009428,reporting-dashboard-dev-9428.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-east,windows,deprecated
ASSET-009429,auth-service-qa-9429.internal,qa,auth-service,Security Team,Platform,active,us-west,macos,active
ASSET-009430,analytics-pipeline-staging-9430.internal,staging,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-009431,order-service-dev-9431.internal,dev,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-009432,payment-gateway-staging-9432.internal,staging,payment-gateway,Payments Team,Finance,active,us-west,linux,active
ASSET-009433,fraud-detection-prod-9433.internal,prod,fraud-detection,Security Team,Finance,active,eu-west,windows,provisioning
ASSET-009434,notification-service-prod-9434.internal,prod,notification-service,Platform Engineering,Platform,active,ap-southeast,linux,provisioning
ASSET-009435,auth-service-dev-9435.internal,dev,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-009436,analytics-pipeline-prod-9436.internal,prod,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,macos,active
ASSET-009437,order-service-dev-9437.internal,dev,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009438,billing-engine-staging-9438.internal,staging,billing-engine,Payments Team,Finance,active,ap-southeast,linux,deprecated
ASSET-009439,notification-service-qa-9439.internal,qa,notification-service,Platform Engineering,Platform,active,us-west,macos,active
ASSET-009440,payment-gateway-staging-9440.internal,staging,payment-gateway,Payments Team,Finance,active,us-west,linux,active
ASSET-009441,auth-service-dev-9441.internal,dev,auth-service,Security Team,Platform,active,ap-southeast,linux,active
ASSET-009442,auth-service-staging-9442.internal,staging,auth-service,Security Team,Platform,active,us-west,linux,retired
ASSET-009443,payment-gateway-dev-9443.internal,dev,payment-gateway,Payments Team,Finance,active,eu-west,linux,active
ASSET-009444,analytics-pipeline-dev-9444.internal,dev,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-009445,warehouse-management-staging-9445.internal,staging,warehouse-management,Logistics Team,Logistics,active,us-west,linux,deprecated
ASSET-009446,customer-portal-dev-9446.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-009447,api-gateway-staging-9447.internal,staging,api-gateway,SRE Team,Platform,active,us-west,linux,active
ASSET-009448,search-service-staging-9448.internal,staging,search-service,Platform Engineering,Retail,active,us-west,windows,active
ASSET-009449,warehouse-management-staging-9449.internal,staging,warehouse-management,Logistics Team,Logistics,active,us-west,linux,provisioning
ASSET-009450,inventory-service-staging-9450.internal,staging,inventory-service,Logistics Team,Logistics,active,us-east,windows,active
ASSET-009451,warehouse-management-prod-9451.internal,prod,warehouse-management,Logistics Team,Logistics,maintenance,ap-southeast,macos,active
ASSET-009452,notification-service-prod-9452.internal,prod,notification-service,Platform Engineering,Platform,active,eu-west,windows,retired
ASSET-009453,recommendation-engine-dev-9453.internal,dev,recommendation-engine,Data Engineering,Retail,maintenance,ap-southeast,linux,retired
ASSET-009454,fraud-detection-qa-9454.internal,qa,fraud-detection,Security Team,Finance,active,eu-west,linux,active
ASSET-009455,shipping-tracker-staging-9455.internal,staging,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,active
ASSET-009456,shipping-tracker-dev-9456.internal,dev,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,active
ASSET-009457,order-service-dev-9457.internal,dev,order-service,Platform Engineering,Retail,active,ap-southeast,linux,deprecated
ASSET-009458,search-service-dev-9458.internal,dev,search-service,Platform Engineering,Retail,active,us-east,macos,active
ASSET-009459,warehouse-management-qa-9459.internal,qa,warehouse-management,Logistics Team,Logistics,active,us-west,linux,active
ASSET-009460,auth-service-qa-9460.internal,qa,auth-service,Security Team,Platform,active,eu-west,linux,retired
ASSET-009461,payment-gateway-staging-9461.internal,staging,payment-gateway,Payments Team,Finance,active,eu-west,windows,deprecated
